task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
16	f3/c79148	8ef25a08-8015-486d-9885-e85a63eea0cb	TRIM_GALORE (7)	COMPLETED	0	2025-07-23 09:55:16.621	17m 8s	14m 36s	220.1%	237.9 MB	3.2 GB	49.2 GB	46.8 GB
17	56/e05fa0	2a9bc24e-47a7-49c2-ac32-c252d7c419e7	TRIM_GALORE (8)	COMPLETED	0	2025-07-23 09:55:16.621	18m 8s	15m 34s	220.9%	256 MB	3.3 GB	52 GB	49.4 GB
18	69/5f80a4	3f1056f2-20ca-45a6-b486-f68c00b18a34	TRIM_GALORE (9)	COMPLETED	0	2025-07-23 09:55:16.625	18m 58s	16m 13s	220.5%	247.8 MB	3.3 GB	53.4 GB	50.8 GB
22	5f/ce2b08	91780c28-5041-4707-92f7-1cbe614441d9	HISAT2_ALIGN (2)	COMPLETED	0	2025-07-23 10:05:25.729	11m 39s	8m 47s	362.6%	7.5 GB	21.5 GB	28 GB	24.3 GB
11	80/a7c6c0	f5a4d360-605c-4ba0-acb4-9d796efccc71	TRIM_GALORE (6)	COMPLETED	0	2025-07-23 09:55:16.626	23m 49s	20m 59s	222.0%	247.7 MB	3.2 GB	71.9 GB	68.3 GB
1	c4/24f650	a9b029ae-f6f7-42c2-90e3-f1a1e5f90cdb	TRIM_GALORE (1)	COMPLETED	0	2025-07-23 09:55:16.624	23m 49s	20m 56s	219.3%	250.3 MB	3.3 GB	68.8 GB	65.3 GB
6	e5/bb91a2	ec644aec-46e3-47b3-b5a1-275df33f1f29	TRIM_GALORE (2)	COMPLETED	0	2025-07-23 09:55:16.630	24m 28s	21m 32s	218.1%	254.3 MB	3.3 GB	64.9 GB	61.3 GB
7	04/b0d943	ed7029d7-d27a-4d5a-b49a-eea8d62d3343	TRIM_GALORE (3)	COMPLETED	0	2025-07-23 09:55:16.596	25m 19s	22m 21s	220.3%	255.7 MB	3.3 GB	72.8 GB	69.1 GB
20	45/31ae7a	074907f1-872d-4487-8614-801495f3a2f5	TRIM_GALORE (10)	COMPLETED	0	2025-07-23 09:55:16.624	35m 29s	31m 53s	220.9%	249.4 MB	3.3 GB	101.8 GB	96.3 GB
23	11/e41efa	17da2ed0-f7b6-45f0-b49d-d86bce445c30	HISAT2_ALIGN (3)	COMPLETED	0	2025-07-23 10:12:27.300	19m 38s	17m 14s	372.2%	9.8 GB	30.2 GB	52 GB	43.9 GB
24	a8/80184c	58247257-51f9-4591-b824-6c01bd9d2453	HISAT2_ALIGN (4)	COMPLETED	0	2025-07-23 10:13:27.460	21m 58s	18m 15s	370.4%	10.7 GB	33.5 GB	55.7 GB	47.1 GB
25	b2/f06f7f	f9844e55-101e-45c3-b40c-83632d95b60e	HISAT2_ALIGN (5)	COMPLETED	0	2025-07-23 10:14:16.184	23m 19s	20m 1s	374.7%	11.7 GB	37.4 GB	63.5 GB	55.1 GB
27	e3/7a7c05	4de771af-bef1-4e98-9d85-e800fe9fd3ab	HISAT2_ALIGN (7)	COMPLETED	0	2025-07-23 10:19:06.971	26m 19s	21m 41s	372.0%	10.4 GB	32.7 GB	67.9 GB	57.1 GB
26	df/3c21c7	652e526c-9ba5-474f-b481-bcda45efb3a1	HISAT2_ALIGN (6)	COMPLETED	0	2025-07-23 10:19:07.460	28m 38s	26m 55s	376.3%	12.2 GB	39.4 GB	84.4 GB	73.4 GB
29	53/20aefc	59794714-f246-4387-97bc-a5a0da7ad0f6	HISAT2_ALIGN (9)	COMPLETED	0	2025-07-23 10:20:37.456	27m 28s	24m 11s	373.9%	10.6 GB	33.4 GB	68.5 GB	56.9 GB
28	fb/1f311e	33527591-96c3-46b8-89f0-a1c5aab32aa7	HISAT2_ALIGN (8)	COMPLETED	0	2025-07-23 10:19:46.332	31m 9s	26m 53s	376.9%	11 GB	35 GB	73.5 GB	64.1 GB
30	90/81ee1b	41fe3ec4-898b-4af0-846f-1aea56fa7f4b	HISAT2_ALIGN (10)	COMPLETED	0	2025-07-23 10:30:47.314	42m 10s	38m 20s	376.8%	13.4 GB	44 GB	107.6 GB	92.8 GB
31	5e/bcb438	73a32924-6a37-4e6e-8851-0c33532e33a3	MULTIQC	COMPLETED	0	2025-07-23 11:13:06.113	3m 11s	3.4s	68.6%	127.6 MB	245.7 MB	59.9 MB	19.6 MB
